index,Title,Language,Release,Audience Rating,Runtime,Genre,Votes,Director,Actors
333,The Gravel Road,Tamil,-1989,UA,150 min,"Drama, Romance            ","2,082",Mani Ratnam,"['Nagarjuna Akkineni', 'Girija Shettar', 'Vijayakumar', 'Radhabai']"
334,Ramana,Tamil,-1986,Not Rated,160 min,"Drama, Family, Romance            ",628,K. Viswanath,"['Kamal Haasan', 'Radhika Sarathkumar', 'Allu Arjun', 'Sarath Babu']"
335,Sri Krishnarjuna Yudham,Tamil,-2018,,136 min,"Comedy, Crime, Drama            ",36,Vimala Perumal,"['David Anthony', 'Sugumaran Asugan', 'Krishan Bahadur', 'Kalaivani Dharmarajee']"
336,Sethu,Tamil,-2017,UA,106 min,"Drama, Thriller            ",991,Nithilan,"['Bharathiraja', 'Delna Davis', ""'Ganja' Karuppu"", 'Krishnamoorthy']"
337,Padaiyappa,Tamil,-2016,U,124 min,Drama            ,"1,115",Samuthirakani,"['Namo Narayana', 'Thambi Ramaiah', 'Samuthirakani', 'Vinodhini Vaidynathan']"
338,Ethir Neechal,Tamil,-2017,Not Rated,137 min,"Action, Thriller            ","2,947",Lokesh Kanagaraj,"['Sundeep Kishan', 'Sri', 'Regina Cassandra', 'Charlie']"
339,Indian,Tamil,-2016,Not Rated,90 min,"Action, Thriller            ","1,788",Vijay Kumar,"['Vijay Kumar', 'Chandru', 'Mime Gopi', 'Citizen Sivakumar']"
340,Siva,Tamil,-2015,U,120 min,Drama            ,644,Bramma G.,"['Master Ajay', 'Radhika Prasidhha', 'Sai Rajkumar', 'Pavel Navageethan']"
341,Ivan Yarendru Therikiratha,Tamil,-2014,Not Rated,145 min,"Crime, Thriller            ","2,268",H. Vinoth,"['Nataraja Subramanian', 'Ishara Nair', 'Ponvannan', 'Ilavarasu']"
342,The Farm: En Veettu Thottathil,Tamil,-2015,Not Rated,159 min,"Action, Drama            ","96,770",S.S. Rajamouli,"['Prabhas', 'Rana Daggubati', 'Ramya Krishnan', 'Sathyaraj']"
343,To Let,Tamil,-2012,,104 min,Drama            ,36,Asoka Handagama,"['Dharshan Dharmaraj', 'Subashini Balasubramaniyam', 'Gregory Philip Ferminus', 'Raja Ganeshan']"
344,Iraivi,Tamil,-2008,Not Rated,185 min,"Action, Drama, Thriller            ","1,781",Myshkin,"['Narain', 'Prasanna', 'Ajmal Ameer', 'Vijayalakshmi']"
345,Oopiri,Tamil,-2011,,162 min,"Drama, Family, Musical            ","4,668",A.L. Vijay,"['Vikram', 'Anushka Shetty', 'Amala Paul', 'Nassar']"
346,Indru Netru Naalai,Tamil,-2011,Not Rated,160 min,"Action, Drama, Sport            ","4,285",Vetrimaaran,"['Dhanush', 'Taapsee Pannu', 'Jayabalan', 'Kishore Kumar G.']"
347,Madras,Tamil,-2008,,117 min,Drama            ,541,Priyadarshan,"['Prakash Raj', 'Shreya Reddy', 'Shammu', 'Sreekumar']"
348,Pizza,Tamil,-2007,Not Rated,163 min,"Action, Drama, Romance            ","2,852",Ameer Sultan,"['Karthi', 'Priyamani', 'Saravanan', 'Ponvannan']"
349,Paradesi,Tamil,-2005,,92 min,Drama            ,11,Deepak Kumaran Menon,"['Saratha', 'Dinesh Ganesan', 'Kalyani', 'Karthikeyan']"
350,Onbadhu Roobai Nottu,Tamil,(I) (2002),U,140 min,"Action, Drama            ","1,679",A.R. Murugadoss,"['Vijayakanth', 'Simran', 'Ashima Bhalla', 'Yugi Sethu']"
351,Subramaniapuram,Tamil,-1963,U,174 min,"Drama, Fantasy, History            ",54,Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'Akkineni Nageshwara Rao', 'Saroja Devi B.', 'Dhulipala']"
352,Vaagai Sooda Vaa,Tamil,-1999,U,130 min,"Action, Drama, Romance            ","2,136",Bala,"['Vikram', 'Abitha', 'Sivakumar', 'Sriman']"
353,Yutham Sei,Tamil,-1999,U,181 min,"Action, Comedy, Drama            ","4,899",K.S. Ravikumar,"['Shivaji Ganesan', 'Rajinikanth', 'Ramya Krishnan', 'Soundarya']"
354,Vinnaithaandi Varuvaayaa,Tamil,-1968,Not Rated,167 min,Comedy            ,402,K. Balachander,"['Nagesh', 'Showkar Janaki', 'Jayanthi', 'R. Muthuraman']"
355,Unnaipol Oruvan,Tamil,-1996,Not Rated,185 min,"Action, Drama, Thriller            ","9,642",S. Shankar,"['Kamal Haasan', 'Sukanya', 'Manisha Koirala', 'Urmila Matondkar']"
356,Vaaranam Aayiram,Tamil,-1995,Not Rated,130 min,"Drama, Musical, Romance            ","10,518",Mani Ratnam,"['Arvind Swamy', 'Manisha Koirala', 'Nassar', 'Kitty']"
357,V1 Murder Case,Tamil,-1989,,,Drama            ,7,Ameerjan,"['Showkar Janaki', 'Raghuvaran', 'Rajinikanth', 'Shobana']"
358,Nenjirukkum Varai,Tamil,-2017,U,137 min,"Comedy, Romance            ",53,S.T. Suresh Kumar,"['Aruldoss', 'Varsha Bollamma', 'V. Jayaprakash', 'Vishnu Kumar']"
359,Magamuni,Tamil,-2017,,120 min,Thriller            ,171,Karthik Shamalan,"['Jaya Ganason', 'K.S. Maniam', 'Mahesan Poobalan', 'Mohana Raj']"
360,Mozhi,Tamil,-2019,Not Rated,99 min,Family            ,445,Chezhian Ra,"['Dharun Bala', 'T. Arul Ezhilan', 'Mk Mani', 'Marudhu Mohan']"
361,Panchatanthiram,Tamil,-2016,UA,160 min,"Crime, Drama            ","2,596",Karthik Subbaraj,"['S.J. Suryah', 'Vijay Sethupathi', 'Bobby Simha', 'Anjali']"
362,Kamaraj,Tamil,-2016,U,158 min,"Comedy, Drama            ","3,732",Vamshi Paidipally,"['Nagarjuna Akkineni', 'Karthi', 'Tamannaah Bhatia', 'Prakash Raj']"
363,Kaakha..Kaakha: The Police,Tamil,-2015,U,146 min,"Comedy, Sci-Fi, Thriller            ","3,171",R. Ravikumar,"['Vishnu Vishal', 'Mia George', 'Karunakaran', 'V. Jayaprakash']"
364,Kadalikka Neramillai,Tamil,-2014,Not Rated,156 min,"Action, Drama            ","2,962",Pa. Ranjith,"['Karthi', 'Catherine Tresa', 'Kalaiyarasan', 'Jayabalan']"
365,Devadas,Tamil,(II) (2012),Not Rated,127 min,"Horror, Thriller            ","6,202",Karthik Subbaraj,"['Vijay Sethupathi', 'Ramya Nambeeshan', 'Aadukalam Naren', 'Karunakaran']"
366,Karnan,Tamil,-2013,U,126 min,"Drama, History            ","1,595",Bala,"['Atharvaa Murali', 'Vedika', 'Dhansika', 'Jerry']"
367,Sandhya Raagam,Tamil,-2012,,90 min,"Animation, Action, Adventure            ",27,Chetan Sharma,['Mahesh Vettiyar']
368,Ratha Kanneer,Tamil,-2007,,155 min,Drama            ,71,Thangar Bachan,"['Sathyaraj', 'Archana', 'Nassar', 'Rohini']"
369,Neer Kumizhi,Tamil,-2008,Not Rated,145 min,"Action, Drama, Thriller            ","1,215",M. Sasikumar,"['Jai', 'M. Sasikumar', 'Swathi Reddy', ""'Ganja' Karuppu""]"
370,Pathinaru Vayathinile,Tamil,-2011,,123 min,"Comedy, Drama, Romance            ",724,A. Sarkunam,"['Vimal', 'Iniya', 'Bhagyaraj', 'Ponvannan']"
371,Kanaa,Tamil,-2011,Not Rated,160 min,"Crime, Drama, Mystery            ","1,580",Myshkin,"['Cheran', 'Ananyaa Shah', 'Y.G. Mahendran', 'Lakshmi Ramakrishnan']"
372,Periyar,Tamil,-2010,PG-13,157 min,"Drama, Romance            ","4,451",Gautham Vasudev Menon,"['T.R. Silambarasan', 'Trisha Krishnan', 'Vtv Ganesh', 'Raja Krishnamoorthy']"
373,Aramm,Tamil,-2009,Not Rated,106 min,"Crime, Drama, Mystery            ","4,867",Chakri Toleti,"['Kamal Haasan', 'Mohanlal', 'Lakshmi', 'Anuja Iyer']"
374,Ammani,Tamil,-2009,Not Rated,144 min,"Comedy, Drama, Romance            ","27,042",Anurag Kashyap,"['Abhay Deol', 'Mahie Gill', 'Kalki Koechlin', 'Dibyendu Bhattacharya']"
375,Varavu Nalla Uravu,Tamil,-2008,Not Rated,169 min,"Drama, Musical, Romance            ","7,944",Gautham Vasudev Menon,"['Suriya', 'Simran', 'Ramya', 'Sameera Reddy']"
376,Atomic Kingdom: Revolution,Tamil,-2019,UA,112 min,Drama            ,679,Pavel Navageethan,"['Ram Arun Castro', 'Mime Gopi', 'Lijeesh', 'Vishnupriya Pillai']"
377,GodsView,Tamil,-2019,,,Drama            ,7,Shilpa Krishnan Shukla,"['Rachita Arke', 'Arzu Arnool', 'Geeta Balagangadharan', 'Anindita Ghosh']"
378,Thanga Meengal,Tamil,-2006,,,Drama            ,5,S.A. Chandrashekhar,"['Poonam Kaur', 'Narain']"
379,Salangai oli,Tamil,-2019,Not Rated,156 min,"Crime, Drama, Thriller            ","1,128",Santha Kumar,"['Arya', 'Mahima Nambiar', 'Indhuja Ravichandran', 'Ilavarasu']"
380,Engeyum Eppodhum,Tamil,-2007,Not Rated,155 min,"Comedy, Musical, Romance            ","1,493",Radha Mohan,"['Prithviraj Sukumaran', 'Jyotika', 'Prakash Raj', 'Swarnamalya']"
381,Thanga Padhakkam,Tamil,-2002,UA,150 min,"Comedy, Drama            ","2,739",K.S. Ravikumar,"['Kamal Haasan', 'Simran', 'Ramya Krishnan', 'Ramesh Aravind']"
382,Chennai 600028,Tamil,-2004,,121 min,Drama            ,99,A. Balakrishnan,"['J. Mahendran', 'Richard Mathuram', 'Sampath', 'K. Vijayan']"
383,Kudiyiruntha Koyil,Tamil,-2003,UA,153 min,"Action, Crime, Drama            ","4,303",Gautham Vasudev Menon,"['Suriya', 'Jyotika', ""'University' Jeevan"", 'Daniel Balaji']"
384,Nenjam Marappathillai,Tamil,-1964,Not Rated,159 min,"Comedy, Romance            ",339,C.V. Sridhar,"['T.S. Balaiah', 'Kanchana', 'R. Muthuraman', 'Nagesh']"
385,Ooty Varai Uravu,Tamil,-1953,U,171 min,Drama            ,21,Vedantam Raghavaiah,[]
386,Jiivi,Tamil,-1964,U,187 min,"Action, Drama, History            ",359,B. Ramakrishnaiah Panthulu,"['Shivaji Ganesan', 'Taraka Rama Rao Nandamuri', 'S.A. Ashokan', 'R. Muthuraman']"
387,Ullam Kollai Poguthae,Tamil,-1989,,100 min,Drama            ,62,Balu Mahendra,"['Chokkalinga Bhagavathar', 'M.A. Chokkalinga Bhagavathar']"
388,Gentleman,Tamil,-1954,,154 min,Drama            ,265,R. Krishnan,"['S. Panju', 'M.R. Radha', 'S.S. Rajendran', 'M.N. Rajam']"
389,Vettaiyaadu Vilaiyaadu,Tamil,-1965,,129 min,Drama            ,47,K. Balachander,"['V. Gopalakrishnan', 'Showkar Janaki', 'Jayanthi', 'Nagesh']"
390,Kaadhal Konden,Tamil,-1977,Not Rated,139 min,"Drama, Romance            ",855,Bharathiraja,"['Kamal Haasan', 'Sridevi', 'Rajinikanth', 'Gandhimathi']"
391,Vaalee,Tamil,-2018,Not Rated,145 min,"Drama, Sport            ","1,125",Arunraja Kamaraj,"['Aishwarya Rajesh', 'Sathyaraj', 'Sivakarthikeyan', 'Darshan']"
392,Mr. and Mrs. Iyer,Tamil,-2007,Not Rated,173 min,"Biography, Drama            ",46,Gnana Rajasekaran,"['Chandrasekhar', 'Jyothirmayi', 'Sathyaraj']"
393,Malli,Tamil,-2017,U,119 min,Drama            ,"1,347",Gopi Nainar,"['Nayanthara', 'Ramachandran Durairaj', 'Sunu Lakshmi', 'Kitty']"
394,Unnal Mudiyum Thambi,Tamil,-2016,,90 min,"Drama, Family            ",77,Lakshmi Ramakrishnan,"['Semmalar Annam', 'Manas Bhaskaran', 'Sri Mahesh', 'Manas']"
395,Poova Thalaya,Tamil,-2014,Not Rated,166 min,"Action, Drama            ","16,388",A.R. Murugadoss,"['Joseph Vijay', 'Samantha Ruth Prabhu', 'Neil Nitin Mukesh', 'Tota Roy Chowdhury']"
396,Nadu Iravil,Tamil,-1990,,,Drama            ,25,Visu,"['Visu', 'Annapoorna', 'Pandiyan', 'Rekha']"
397,Major Chandrakant,Tamil,-2013,,60 min,"Action, Fantasy            ",12,James Peniata,"['Jessica Arapi', 'Jacqueline Murray', 'James Peniata', 'Peter Moalaeua']"
398,Avvai Shanmugi,Tamil,-2014,,84 min,"Adventure, Family, Mystery            ",98,Vinodh Venkatraman,"['Mukesh Asopa', 'Mani Bharathi', 'Sriram Elango', 'Senthil Kumar Gr']"
399,Vettai Karuppar Ayya,Tamil,-2013,Unrated,140 min,Drama            ,761,Ram,"['Ram', 'Sadhana', 'Shelly Nabu Kumar', 'Rohini']"
400,Kuttrame Thandanai,Tamil,-1983,U,160 min,"Drama, Musical            ",253,K. Viswanath,"['Kamal Haasan', 'Jaya Prada', 'Sarath Babu', 'Arun Kumar']"
401,Valladesam,Tamil,-2011,U,150 min,"Comedy, Drama, Family            ","1,611",M. Saravanan,"['Jai', 'Sharwanand', 'Anjali', 'Ananya']"
402,Azhagu Kutti Chellam,Tamil,-1974,,,Drama            ,34,P. Madhavan,"['Shivaji Ganesan', 'Prameela', 'V.K. Ramasamy', 'Cho Ramaswamy']"
403,Enakkul Oruvan,Tamil,-2007,,141 min,"Comedy, Romance, Sport            ","1,697",Venkat Prabhu,"['Shiva', 'Jai', 'Nitin Sathya', 'Premgi Amaren']"
404,Velaiilla Pattadhari,Tamil,-1968,,,"Drama, Music            ",38,K. Shankar,"['M.G. Ramachandran', 'Jayalalitha J', 'Nagesh', 'M.N. Nambiar']"
405,Cuckoo,Tamil,-1963,,,"Drama, Fantasy            ",53,C.V. Sridhar,"['Gemini Balakrishnan', 'Devika', 'Kalyana Kumar', 'Aachi Manorama']"
406,Thegidi,Tamil,-1967,U,,Romance            ,49,C.V. Sridhar,"['T.S. Balaiah', 'Shivaji Ganesan', 'R. Muthuraman', 'Nagesh']"
407,Pannaiyarum Padminiyum,Tamil,-2019,Not Rated,122 min,"Drama, Thriller            ",806,V.J. Gopinath,"['Vetri', 'Karunakaran', 'Rohini', 'Rama']"
408,Agadam,Tamil,-2001,,143 min,Drama            ,7,C. Sundar,[]
409,Ullathai Allitha,Tamil,-1993,Not Rated,155 min,"Action, Drama, Thriller            ","2,035",S. Shankar,"['Rajan P. Dev', 'Prabhu Deva', 'Gautami', 'Goundamani']"
410,Poove Unakkaga,Tamil,-2006,Not Rated,174 min,"Action, Crime, Thriller            ","6,124",Gautham Vasudev Menon,"['Kamal Haasan', 'Jyotika', 'Prakash Raj', 'Daniel Balaji']"
411,Matha,Tamil,-2012,PG,127 min,"Adventure, Drama, Fantasy            ","5,54,522",Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']"
412,Ko,Tamil,-2003,Not Rated,150 min,"Drama, Musical, Thriller            ","1,637",K. Selvaraghavan,"['Dhanush', 'Sonia Agarwal', 'Sudip', 'Daniel Balaji']"
413,Crayon,Tamil,-1999,Not Rated,158 min,"Romance, Thriller            ","2,015",S.J. Suryah,"['Ajith Kumar', 'Simran', 'Jyotika', 'Vivek']"
414,The Road from Elephant Pass,Tamil,-2002,,120 min,Drama            ,"4,550",Aparna Sen,"['Rahul Bose', 'Konkona Sen Sharma', 'Bhisham Sahni', 'Surekha Sikri']"
415,Madrasapattinam,Tamil,-1998,,90 min,Drama            ,45,Santosh Sivan,"['Shweta', 'Sweta']"
416,Raam,Tamil,-2000,Not Rated,186 min,"Crime, Drama, History            ","10,724",Kamal Haasan,"['Kamal Haasan', 'Shah Rukh Khan', 'Rani Mukerji', 'Hema Malini']"
417,7/G Rainbow Colony,Tamil,-1988,U,169 min,"Drama, Musical            ",597,K. Balachander,"['Kamal Haasan', 'Seetha', 'Gemini Ganesan', 'Aachi Manorama']"
418,Vasoolraja M.B.B.S,Tamil,-1969,,150 min,"Comedy, Romance            ",48,K. Balachander,"['Gemini Ganesan', 'Jayashankar', 'Nagesh', 'Venniradai Nirmala']"
419,Ayitha Ezhuthu,Tamil,-1966,U,160 min,"Mystery, Thriller            ",29,Sundaram Balachander,"['Sundaram Balachander', 'V. Gopalakrishnan', 'S.R. Janaki', 'Showkar Janaki']"
420,Pattikatu Raja,Tamil,-1966,,163 min,"Drama, Family            ",44,K. Balachander,"['Jayalalitha J', 'R. Muthuraman', 'Nagesh', 'A.V.M. Rajan']"
421,Sathyaa,Tamil,-1996,U,161 min,"Comedy, Drama            ","1,869",K.S. Ravikumar,"['Kamal Haasan', 'Meena', 'Gemini Ganesan', 'Nassar']"
422,Sigappu Rojakkal,Tamil,-2017,,,Horror            ,19,Amigoz Sugu,"['Gk', 'Alagaendra', 'Sam', 'Nanba Vijay']"
423,Punnagai Mannan,Tamil,-2016,,100 min,"Crime, Drama, Mystery            ","1,310",M. Manikandan,"['Vidharth', 'Pooja Devariya', 'Aishwarya Rajesh', 'Rahman']"
424,Agni Natchathiram,Tamil,(I) (2016),Not Rated,164 min,"Action, Sci-Fi, Thriller            ","15,370",Vikram K. Kumar,"['Suriya', 'Samantha Ruth Prabhu', 'Nithya Menon', 'Saranya Ponvannan']"
425,Adho Andha Paravai Pola,Tamil,-2017,UA,133 min,Action            ,16,N.T. Nantha,"['Anu Hasan', 'Rory Locke', 'Kumud Pant', 'Atul Sharma']"
426,Kargil,Tamil,-2016,,133 min,Drama            ,76,Charles,"['Akhil', 'Neha Babu', 'Chanakyan', 'Chetan']"
427,Vizhi Moodi Yosithaal,Tamil,-2015,U,136 min,Thriller            ,"1,399",Prasad Ramar,"['Siddharth', 'Deepa Sannidhi', 'Srushti Dange', 'Ajay Ratnam']"
428,Miga Miga Avasaram,Tamil,-2014,Not Rated,133 min,"Action, Comedy, Drama            ","4,829",Velraj,"['Dhanush', 'Saranya Ponvannan', 'Amala Paul', 'Samuthirakani']"
429,Irumbu Thirai,Tamil,(I) (2014),U,155 min,"Drama, Romance            ",591,Raju Murugan,"['Dinesh', 'Malavika Nair', 'Elango', 'Somasundaram']"
430,Oru Kidayin Karunai Manu,Tamil,-2014,,126 min,"Crime, Mystery, Thriller            ","2,098",P. Ramesh,"['Ashok Selvan', 'Janani Iyer', 'V. Jayaprakash', 'Jayakumar']"
431,My Son is Gay,Tamil,-2014,U,151 min,"Comedy, Drama            ","1,291",S.U. Arun Kumar,"['Vijay Sethupathi', 'V. Jayaprakash', 'Tulasi', 'Aishwarya Rajesh']"
432,Shree,Tamil,-2013,,123 min,Thriller            ,11,Mohamad Issack,"['Baskar', 'Srini Iyer', 'Sri Priyanka', 'Tamizh']"
433,Maya,Tamil,-1996,Not Rated,149 min,Comedy            ,326,Sundar C.,"['Goundamani', 'Karthik', 'Rambha']"
434,Goli Soda,Tamil,-1996,,150 min,"Comedy, Drama, Romance            ",820,Vikraman,"['Anju Aravind', 'Madhan Bob', 'Charlie', 'Jai Ganesh']"
435,Idhuvum Kadandhu Pogum,Tamil,-2012,Not Rated,165 min,"Action, Thriller            ","22,149",A.R. Murugadoss,"['Joseph Vijay', 'Kajal Aggarwal', 'Vidyut Jammwal', 'Sathyan']"
436,Moodar Koodam,Tamil,-2012,Not Rated,134 min,"Comedy, Drama, Family            ","31,519",Gauri Shinde,"['Sridevi', 'Adil Hussain', 'Mehdi Nebbou', 'Priya Anand']"
437,Aval Oru Thodar Kathai,Tamil,-2012,,112 min,"Action, Romance, War            ",97,Boodee Keerthisena,"['Dharshan Dharmaraj', 'Dharmapriya Dias', 'Thumindu Dodantenne', 'Raja Ganeshan']"
438,Mouna Guru,Tamil,-2011,Not Rated,128 min,"Action, Thriller            ","4,661",K.V. Anand,"['Jiiva', 'Ajmal Ameer', 'Karthika Nair', 'Piaa Bajpai']"
439,Thulladha Manamum Thullum,Tamil,-2010,,85 min,Drama            ,18,Dean A. Burhan,"['Kahoe Hon', 'Faisal Abdullah', 'Joshry Adamme', 'Adibah Noor']"
440,Ayirathil Oruvan,Tamil,-2008,,120 min,"Action, Romance, War            ",97,Chandran Rutnam,"['Suranga Ranawaka', 'Ashan Dias', 'Athula Pathirana', 'Kumar Mirchandani']"
441,Patha Kannikkai,Tamil,-2010,U,162 min,"Drama, History, Romance            ","1,973",A.L. Vijay,"['Arya', 'Carole Trangmar-Palmer', 'Amy Jackson', 'Cochin Hanifa']"
442,Raja Part Rangadurai,Tamil,-2005,Not Rated,154 min,"Action, Drama, Mystery            ","1,080",Ameer Sultan,"['Jiiva', 'Saranya Ponvannan', 'Gajala', 'Rahman']"
443,Naan Kadavul,Tamil,-2004,Not Rated,185 min,"Drama, Romance            ","1,968",K. Selvaraghavan,"['Sonia Agarwal', 'Chandramohan', 'Ravi Krishna', 'Aachi Manorama']"
444,Veyyil,Tamil,-2004,Not Rated,160 min,"Comedy, Drama            ","2,620",Saran,"['Kamal Haasan', 'Sneha', 'Prabhu', 'Prakash Raj']"
445,Veerasamy,Tamil,-2004,PG-13,160 min,"Action, Drama, Thriller            ","2,965",Mani Ratnam,"['Suriya', 'Madhavan', 'Siddharth', 'Meera Jasmine']"
446,Imsai Arasan 23 M Pulikesi,Tamil,-1975,Unrated,144 min,"Action, Drama, Musical            ",17,Sivakumar,"['Kamal Haasan', 'Jayasudha', 'S.A. Ashokan']"
447,D/o Varma,Tamil,-1988,U,147 min,"Action, Crime, Drama            ",560,Suresh Krishna,"['Kamal Haasan', 'Amala Akkineni', 'Bahadur', 'Vadivukkarasi']"
448,Runam,Tamil,-1978,Not Rated,129 min,"Drama, Thriller            ",686,Bharathiraja,"['Kamal Haasan', 'Sridevi', 'Bhagyaraj', 'Goundamani']"
449,Pichhodu,Tamil,-1986,Not Rated,153 min,"Comedy, Drama, Romance            ",716,K. Balachander,"['Kamal Haasan', 'Revathy', 'Rekha', 'Srividya']"
450,Sekharam Gari Abbayi,Tamil,-1988,Not Rated,146 min,"Action, Crime, Drama            ","1,149",Mani Ratnam,"['Karthik', 'Prabhu', 'Vijayakumar', 'Amala Akkineni']"
451,Gor Jeevan,Tamil,-2019,,,"Action, Thriller            ",6,K.R. Vinoth,"['Amala Paul', 'Ashish Vidyarthi']"
452,Maya Bazaar,Tamil,-2018,,103 min,"Drama, Romance            ",59,Sivaani Senthil,"['Iswarya', 'Akan Jeyabalan', 'Karthikeyan', 'Meiyyappan']"
453,Valayam,Tamil,-2014,UA,122 min,"Action, Sci-Fi, Thriller            ",18,K.G. Senthil Kumar,"['K.G. Senthil Kumar', 'Nikita']"
454,Parichayam,Tamil,-2019,U,96 min,Drama            ,89,Suresh Kamatchi,"['Aravindhan', 'Muthuraman', 'Sri Priyanka', 'E. Ramdoss']"
455,Ippatlo Ramudila Seethala Evaruntarandi Babu,Tamil,-2018,Not Rated,160 min,"Action, Thriller            ","3,112",P.S. Mithran,"['Vishal', 'Samantha Ruth Prabhu', 'Arjun Sarja', 'Delhi Ganesh']"
456,C/o Kancharapalem,Tamil,-2017,Not Rated,107 min,"Horror, Thriller            ",160,Ravi Basrur,"['Ashok Raj', 'Spandana Prasad', 'Shlagha Saligrama', 'Madhava Karkada']"
457,Utthara,Tamil,-2017,Not Rated,121 min,Drama            ,259,Suresh Sangaiah,"['Raveena Ravi', 'Vidharth']"
458,Chitti Chellelu,Tamil,-2018,Not Rated,173 min,"Action, Drama            ","14,514",Koratala Siva,"['Mahesh Babu', 'Kiara Advani', 'Prakash Raj', 'Sarath Kumar']"
459,Sri Krishnanjaneya Yuddham,Tamil,-2017,,106 min,"Drama, Family            ",9,Lokesh Kumar,['Maya S. Krishnan']
460,Aha Naa Pellanta,Tamil,-2017,Not Rated,172 min,"Action, Thriller            ","22,953",Atlee Kumar,"['Joseph Vijay', 'S.J. Suryah', 'Kajal Aggarwal', 'Samantha Ruth Prabhu']"
461,Pressure Cooker,Tamil,-2002,U,148 min,"Action, Drama            ",74,Pushpavasagan,"['Ilavarasu', 'Kalyani', 'Riyaz Khan', 'Shrutika']"
462,Dr. Babasaheb Ambedkar,Tamil,(V) (2015),UA,141 min,"Horror, Thriller            ","1,234",Ashwin Saravanan,"['Nayanthara', 'Aari', 'Amzath Khan', 'Lakshmi Priyaa Chandramouli']"
463,Gundamma Katha,Tamil,-2014,,99 min,"Drama, Fantasy, Mystery            ",88,Sanal Kumar Sasidharan,"['Prakash Bare', 'Meena Kandasamy', 'Samvid Anand', 'Chala Chari']"
464,Daana Veera Soora Karna,Tamil,-2014,U,111 min,"Action, Drama            ",882,Vijay Milton,"['Kishore Kumar G.', 'Sri Ram', 'Thamizh', 'Murugesh']"
465,Nuvvu Naaku Nachchav,Tamil,-2014,,54 min,"Drama, Family            ",38,Anil Krishnan,"['Srihari Prabaharan', 'Shilpa Bhatt', 'Shivaji Dev', 'Berkin Johns']"
466,Jamadagni,Tamil,-2013,U,131 min,"Comedy, Drama, Musical            ","1,032",Naveen,"['Naveen', 'Sendrayan', 'Rajaj', 'Kuberan']"
467,Kaithi,Tamil,-1974,Not Rated,163 min,"Drama, Romance            ",97,K. Balachander,"['Kamal Haasan', 'Sujatha', 'Jai Ganesh', 'Jayalakshmi']"
468,Jersey,Tamil,-2012,Not Rated,145 min,"Action, Comedy, Fantasy            ","20,050",S.S. Rajamouli,"['J.V.V. Sathyanarayana', 'Sudeep', 'Nani', 'Samantha Ruth Prabhu']"
469,Peddinti Alludu,Tamil,-2011,Not Rated,153 min,"Action, Thriller            ",711,Santha Kumar,"['Arulnithi', 'Iniya', 'John Vijay', 'Uma Riyaz Khan']"
470,Patalam Pandu,Tamil,-1999,,170 min,"Drama, Romance            ","1,671",Ezhil,"['Joseph Vijay', 'Simran', 'Dhamu', 'Vaiyapuri']"
471,Ee Thirpu Illalidhi,Tamil,-2010,Not Rated,183 min,"Action, Adventure            ","3,073",K. Selvaraghavan,"['Karthi', 'Reema Sen', 'Andrea Jeremiah', 'Parthiban']"
472,Vintha Mogudu,Tamil,-1962,U,158 min,Drama            ,13,K. Shankar,"['Gemini Ganesan', 'Kamal Haasan', 'Savitri', 'M.R. Radha']"
473,Dongalaku Donga,Tamil,-1973,,150 min,Drama            ,33,P. Madhavan,"['Shivaji Ganesan', 'Usha Nandini', 'B. Jaya', 'Aachi Manorama']"
474,Kothapelli Kuthuru,Tamil,-2009,UA,165 min,"Action, Drama            ","1,645",Bala,"['Arya', 'Pooja Umashankar', 'Motta Rajendran', 'Krishnamoorthy']"
475,Raktha Sambandham,Tamil,-2006,UA,136 min,Drama            ,649,Vasanthabalan,"['Pasupathy', 'Bharath Srinivasan', 'Bhavana', 'Priyanka Nair']"
476,Tata Manavadu,Tamil,-2007,,,Action            ,38,Thesingu Rajendar,"['Mumtaj', 'Thesingu Rajendar', 'Santhanam']"
477,Moondram Pirai,Tamil,-2006,U,142 min,Comedy            ,925,Chimbudeven,"['Vadivelu', 'Nassar', 'Nagesh', 'Aachi Manorama']"
478,Mallesham,Telugu,-2013,UA,,Comedy            ,6,Kaja,"['Kavitha Aaras', 'Chanti', 'Dhanraj', 'Naveena Jackson']"
479,Mahanati,Telugu,-2019,UA,131 min,Romance            ,134,Srinivas Gundareddy,"['Priyanka Augustin', 'Gopi Krishna', 'Shilpa Mahendar']"
480,Visaaranai,Telugu,-2019,UA,,Drama            ,601,Hemanth Srinivas,"['Satya Krishnan', 'Simer Motiani', 'Krishna Murali Posani', 'Kranti Reddy']"
481,Aa Naluguru,Telugu,-2017,,,Drama            ,11,Sai Akshatha,"['Sai Akshatha', 'Vinnu Maddipati', 'Suman']"
482,Kumara Raja,Telugu,-2019,UA,141 min,Drama            ,15,Kpn Chawhan,"['Kpn Chawan', 'Mangli']"
483,Beach Road Chetan,Telugu,-1957,Not Rated,192 min,"Comedy, Drama, Family            ","3,513",Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Savitri', 'Gemini Ganesan']"
